event_id,event_time,event_type,product_id,price,user_id,session_id
840f317f-9321-4e3e-9e82-6ea0478a6e48,2026-01-02 07:17:41,view,185,416.22,2744,1e827d25-f336-4d76-850e-e10a2b6203cf
9d1ad133-8f75-4df7-9bf4-ac56bcec755a,2026-01-02 07:17:41,view,144,191.31,4392,af8803a4-28b6-4d53-941d-ba2658defa1b
ecc62e7c-e5c6-43b7-b41e-e5531762f1e5,2026-01-02 07:17:41,view,124,292.67,3988,c6c4a7a7-2b59-4ec1-a7c5-a6a9b8a59c1c
71178206-6802-43b1-bdb3-260c688c4db2,2026-01-02 07:17:41,view,104,479.86,1266,693f7f84-289a-400a-8c3b-a4c7b7f18920
96fd2416-bb77-4316-aa51-cf6edc946251,2026-01-02 07:17:41,view,160,449.84,3917,566e4fc4-6bf2-4a8a-9590-382c8af438a5
ab7e4f7d-4f5f-4909-b36a-e798e5b9e5f1,2026-01-02 07:17:41,purchase,195,361.31,3124,fb655352-d063-455b-98dc-c822072dc93a
bc2377a6-9c06-493f-92a5-4c92ad7f0424,2026-01-02 07:17:41,view,190,268.61,2843,ef832cc5-940e-4d93-8b88-477d1cdc07f4
62d21721-8d14-42ea-909e-ce7b48d1664a,2026-01-02 07:17:41,view,132,390.53,1335,562ce79b-8663-4cbc-b802-e32d9c856217
793ec4e3-a1e1-43be-88f5-6ba5654d320a,2026-01-02 07:17:41,purchase,165,306.01,2321,5c739bc5-fd5e-484e-a1c1-a425e2699a10
c16b6bd0-9084-4315-8b83-e79f51589e57,2026-01-02 07:17:41,view,103,13.66,4989,79739da6-7409-4759-9497-9fc7e7758c99
18fcd481-36bb-43c8-9a98-6566b0f3580b,2026-01-02 07:17:41,view,162,69.47,3527,81a70243-c9bc-4b1d-8d6f-e49683547c6b
7e122231-8fe6-4b25-9ce4-fcb3d7f89561,2026-01-02 07:17:41,purchase,138,219.37,3863,5033feaa-ba76-4b74-856b-3cb5ece98579
c40b9966-959e-4959-9b91-6ca58c79f605,2026-01-02 07:17:41,view,122,147.99,2873,eae6d801-f533-4ea9-89e3-85ad31c8c468
6db8cf81-9a63-4ec0-b0e2-3f188741d03b,2026-01-02 07:17:41,purchase,103,473.54,4368,a7a5c204-40ac-4c76-b145-4f9eba52cc9c
77f36fab-2609-4afb-a99b-e3a9c3d6e561,2026-01-02 07:17:41,purchase,132,40.97,2252,bc26fec5-afb2-49b2-a851-1e1bf9d7cf97
25dd2327-541f-4a4b-b0be-dec6158d9ff9,2026-01-02 07:17:41,purchase,136,397.65,1495,f3306691-b2a3-4880-8911-8776956c9a55
7552aa8f-9ef6-4d26-998b-24a9c59d4a7b,2026-01-02 07:17:41,view,150,480.83,4629,b3850e1f-2ff4-4d55-8bbc-a4b42a42cd2d
b83ad861-feb5-4c4c-9ccd-22a816f5b2ba,2026-01-02 07:17:41,view,167,137.29,4014,6452682d-e0f6-4006-ab24-59cda9ef07d3
1d26ab01-c71c-496e-b801-744020c378f8,2026-01-02 07:17:41,view,185,88.7,4261,80fc1ecb-62fb-4c25-b0dc-bfc821230a5e
044ca281-5a9d-4673-961b-86769dc60461,2026-01-02 07:17:41,view,150,141.41,3240,b621b22b-f15b-49a9-b582-cb9932a73433
15301e2b-d232-48fd-bbea-0e54b9e3ae12,2026-01-02 07:17:41,view,167,233.11,3704,1680bd24-f651-49bc-9503-af4217e4670d
1a14315a-72be-4ed5-8ccd-2a8bd5c87494,2026-01-02 07:17:41,purchase,120,187.46,1966,65a8fab9-c56a-495f-975b-b8d61694474e
c0a11b95-a68c-4d12-8a38-6fcf65756457,2026-01-02 07:17:41,view,154,194.92,3891,4c7d438d-8ea3-4b2d-b6fb-5f0cdd9b31c1
c172d005-e1ac-46e5-a629-712dd0525df8,2026-01-02 07:17:41,view,154,339.84,4900,5fd2f113-4b2c-4e74-b10e-e3a08fa6161b
8a8df90f-4590-4e69-943e-9ab8465cdf0f,2026-01-02 07:17:41,purchase,119,95.85,4241,5a01cb4f-5bf4-41d5-ac6c-95e0739fcc81
1fc66b6e-be6b-48b1-bcdc-e3617fce2c93,2026-01-02 07:17:41,view,116,408.63,1724,34c63cc6-94eb-449d-922c-5aabf1865082
f3b1b59e-9d61-4477-a743-ea2b6a7e7e6a,2026-01-02 07:17:41,view,185,474.75,2818,c3170ba6-5480-4dca-8a2e-2e110178c88d
69aa5ba9-66e9-4051-9668-beb00dcce214,2026-01-02 07:17:41,purchase,183,148.26,1656,e0c9c488-46ad-4a81-817c-d4f709b724d5
