event_id,event_time,event_type,product_id,price,user_id,session_id
65bcc85b-c6a4-4e6c-98c7-341dd2453041,2026-01-02 07:29:17,purchase,130,452.24,3278,42700634-1a88-41c3-8fe3-036e499c2d97
81457eff-12fc-4b31-88e0-683520e5aa46,2026-01-02 07:29:17,view,188,70.99,2061,d59e6fe7-2cbe-43c6-b371-4022397ebbd5
21635905-ce9b-4f84-9963-b83a7f6fe7a9,2026-01-02 07:29:17,purchase,142,406.25,4803,f6c301d5-1d21-42e7-a41a-a2b5b243e170
a42b762b-03d7-4b17-befe-076a5e4cf507,2026-01-02 07:29:17,view,137,28.6,3528,f7e3f442-7dda-429e-9a0f-f8ca4b61f815
072fce74-53f4-42e4-a524-29365131a2d6,2026-01-02 07:29:17,view,109,476.6,3499,5e8449bc-60e9-416d-8c79-df75b3e64846
2b28a639-d665-4f0d-9fd0-97f472366b93,2026-01-02 07:29:17,view,128,214.08,2441,9ada09f4-905e-4ab3-b332-e47b7f054369
dfab20b6-b667-430b-b5ed-76499e1970a0,2026-01-02 07:29:17,view,125,359.79,3329,d542854c-7bd2-4de2-9ea8-0263b090019e
56ad5073-9cd5-49e4-a5cd-4499a5bfbdee,2026-01-02 07:29:17,view,134,323.84,3853,ff962ba5-7c1e-48f3-b662-888226df140f
74e399e1-f487-4166-a708-502bb26b3f72,2026-01-02 07:29:17,view,181,229.67,2432,67ff6064-0373-4f1f-ba9b-7d384749f1db
a93e2144-4846-4769-b4d7-7253c7c3cbfe,2026-01-02 07:29:17,purchase,123,36.17,1522,bef266d7-6f4f-493f-9ff5-1b500c7dce2c
7c5f607a-5e7a-488e-987a-0e894884dbbd,2026-01-02 07:29:17,purchase,124,364.62,1706,b70e8f21-bef2-43de-9ea4-d483390b599a
f9ad746a-d96a-4432-803a-f4646a86a650,2026-01-02 07:29:17,view,159,442.14,4901,e1e89a49-e58a-4f77-b550-4fb9f79f13ea
aa7ff5e1-9b88-4623-9af4-147eebebabf3,2026-01-02 07:29:17,purchase,116,478.02,1524,a7fd0212-a921-40ba-81d8-e94af7d0388e
02fc656c-e5be-4c65-961d-dec0ee7f1536,2026-01-02 07:29:17,view,142,481.0,3600,417d4cfb-0c54-470d-be7d-877b3ed6adb1
ff044904-abee-4442-9ea8-621346ca778f,2026-01-02 07:29:17,view,187,171.17,3523,3d04dd27-1673-4c0c-ac90-3270e41bdc8f
7dea32d5-cdef-46e2-be84-810a7ae324d1,2026-01-02 07:29:17,purchase,108,225.38,2740,eacc9d02-ddbc-464d-b8fe-229fe0a760a4
24150413-b015-4480-b1f1-588053db6896,2026-01-02 07:29:17,purchase,185,385.63,3618,a2cee92e-4a82-4891-a64f-643875edb413
c563aba7-f2d8-460d-aab4-566843719d4e,2026-01-02 07:29:17,purchase,107,353.52,4077,3e339aaf-7a4d-4940-be4c-a64f94d18394
20864fee-57a9-4f6c-a1eb-2e2bef44f866,2026-01-02 07:29:17,view,125,445.26,2876,6a67f3a5-1246-46de-9af0-bfec9d971150
d740fd80-707c-40be-81e2-a7b98397e7bc,2026-01-02 07:29:17,view,174,342.88,1000,b0f90c57-5383-4231-94f5-997070e4e4cd
4617cec8-7699-421d-bd69-bf2abbe90e5a,2026-01-02 07:29:17,view,134,249.73,1938,0c1f7d6f-34eb-4d6e-a601-c2126a4c2dd2
de51682c-b8d0-4ef2-aac4-dbea0e38737c,2026-01-02 07:29:17,view,117,65.91,1060,1db0ba95-cda5-4600-b727-f0152012a2e7
b106588d-def9-40e6-a45c-9eae6d38000f,2026-01-02 07:29:17,view,194,226.89,3198,95b1573c-d252-405c-aa34-db36c6ecafe2
cf2e80f9-0c89-4220-9f59-83b22a39ec62,2026-01-02 07:29:17,purchase,102,170.2,1425,1bf6d9bc-94b7-4742-ad47-827594a9b386
ddb9efa0-5194-4aac-a937-42978fa8b5cc,2026-01-02 07:29:17,view,175,212.76,2922,5ffa9d23-25ea-4697-8a83-5a537ce1c92f
587cf3de-4a8f-4d9f-91c6-d507d47efb7e,2026-01-02 07:29:17,view,111,326.85,4125,3a9b64c9-5ebd-4987-a7cc-d1d6c1cb95a6
2e401bdb-2cbf-4d98-b955-1d96bebbf8a8,2026-01-02 07:29:17,view,144,276.77,4210,40f771c4-c1d8-498a-96d9-ecf35ce1ea38
75312e95-2b0a-434b-85f8-03a62440ee73,2026-01-02 07:29:17,purchase,159,259.79,1827,391c8ada-a391-4541-8bc6-df03b6c99fe4
431130b1-d728-4dda-9852-e1e8149bc11e,2026-01-02 07:29:17,view,106,179.57,3243,40d04b21-ef07-4b45-aee1-22415075b278
6aa18077-72ad-4e41-932b-e0ef1d222151,2026-01-02 07:29:17,purchase,174,267.18,3212,cae9bc49-3e45-427e-bb7e-8444a3320acc
906fee76-b206-44d0-9494-017bc8b91a98,2026-01-02 07:29:17,view,154,260.06,3757,889b9643-806f-4aa9-be09-2bd8164fe8f1
218a8013-d790-4be1-b763-e518a383d294,2026-01-02 07:29:17,view,139,214.29,1454,175cf88e-1c63-491f-af52-1e78bbc534da
86ccfcd3-53fb-4572-b166-7bfb73db8108,2026-01-02 07:29:17,view,160,300.12,2578,dcf92b2c-a8c5-40da-bdcd-3d274bf3424a
c14e5a7f-1e41-4c19-926c-3e9fe034a9cc,2026-01-02 07:29:17,view,144,418.08,4118,bf4d1be9-470d-49a8-9b81-6e6998828859
9b4fa234-893f-4201-abea-c3f9dd3e1700,2026-01-02 07:29:17,view,187,163.18,4206,95ae8cd9-e5fa-46d3-8eb1-fb6d51644c20
945d20d0-f8d8-4cde-a388-70e34f9dda5b,2026-01-02 07:29:17,purchase,125,232.03,3106,22b8a0a3-8166-440b-bfe0-277336a72941
b5ac0376-1f26-4799-8750-a4edd2d20b28,2026-01-02 07:29:17,purchase,188,354.48,4971,8f808b62-c558-4462-b833-9b567302684d
f0db468b-e805-47d4-b4a2-04a43282e54d,2026-01-02 07:29:17,view,125,329.68,2919,7cb4b524-9f96-491c-abc3-62abad480bc7
3738d14a-6dc1-41e4-8896-767e1bb14ab7,2026-01-02 07:29:17,view,170,213.06,1223,9d774a64-3b31-4769-acc0-a446d6a30ab7
011d8a5f-0bfd-4e35-bd9c-e0e7fde5614e,2026-01-02 07:29:17,view,126,99.06,4272,da4d18d5-a49d-4445-825c-d2c58eacd163
06f6070a-cc32-45dc-b202-4627405e5b13,2026-01-02 07:29:17,purchase,170,110.72,4606,b74d295d-90f2-472f-a769-9541a36d3330
13f02df7-e658-489e-93af-d4d29000cf6e,2026-01-02 07:29:17,purchase,194,253.8,3452,e67453f6-85a1-4bcb-ab7b-96f528f638f3
a2740138-2147-4f3d-bd3b-e7cbbff5c2b8,2026-01-02 07:29:17,view,141,13.68,2354,e820f533-6645-4d20-a4dd-cfe884d80416
11429c58-d362-4094-82ca-ee84f52f738f,2026-01-02 07:29:17,view,137,332.68,2995,70f9b961-6ae9-4e60-bae3-229ea5c899ae
42ae5fb6-2e53-42c4-b6b2-456c93967cbf,2026-01-02 07:29:17,purchase,191,319.93,3113,e49f55bc-6463-4580-8c81-c90ac80c416f
1f22d586-d37f-4be6-8f32-da2d3e829bfe,2026-01-02 07:29:17,purchase,163,269.07,1796,2921b8c5-cedb-4c9f-8a24-c5068c69fa9a
838c772e-eccf-4aa5-8f4e-527815a4f11e,2026-01-02 07:29:17,view,142,253.81,4319,f84bb139-11e9-4e8e-a480-b3d258284842
6c9d7e00-bdfd-4d9f-83b2-06417420514a,2026-01-02 07:29:17,purchase,129,264.15,4161,8086b96b-01de-4d16-a86f-6b6b2770263a
541778c7-15b3-4c5a-a362-0a4901542fe7,2026-01-02 07:29:17,purchase,123,148.3,2872,bc43846c-de53-4aa5-9cd6-53821b37b421
5e1e3423-33a2-4abb-9ad9-45609883dec3,2026-01-02 07:29:17,purchase,101,336.23,4948,79f05460-d8fb-4759-a522-edcac7f396c9
a7a0d578-6732-472c-8794-f190e5f65644,2026-01-02 07:29:17,purchase,131,71.54,2602,9468800c-bc59-4ad4-a8e9-e19c03091d10
99eb8f6a-6f8e-4e10-b650-fb11a30a07b7,2026-01-02 07:29:17,view,158,383.38,3791,039917fe-35c0-4c56-abfc-17bb7269421c
7b84b175-e034-4714-b13a-4c8500e45233,2026-01-02 07:29:17,purchase,168,367.31,4346,1ad91495-52dc-42ed-808f-81f0ee9f9267
7f007713-781d-4992-b30c-010cb1e770dd,2026-01-02 07:29:17,purchase,127,222.8,1913,92ce756f-8bb3-43df-8ca6-5e2431ba3a08
f8972189-7b06-4d46-b797-6fb6e36cb4e7,2026-01-02 07:29:17,view,125,181.48,3278,9355ab24-435e-4a96-a012-231cbd1f0f8a
2ee1e08c-eda7-48ee-a95c-eea6b90e60cd,2026-01-02 07:29:17,purchase,189,192.65,3826,8b854bd5-f2c6-4d21-9290-e3734c7b87f6
86379903-7865-4406-b34b-a5261fa7ac22,2026-01-02 07:29:17,view,184,314.7,4578,775017a4-069c-42a9-bafc-87ada2856589
b1098012-e27c-419f-930e-0d5cd6117b15,2026-01-02 07:29:17,view,153,132.78,4406,f458bc84-0344-4111-951b-b53c020595ca
5abd3ae7-3765-4f8d-a7e0-f80c7d7df6fc,2026-01-02 07:29:17,view,120,12.17,4002,0d298398-a0a5-4516-b4ca-14e4d6b23b2e
223db511-03ed-4e86-9a15-f4da20f1e0a8,2026-01-02 07:29:17,purchase,181,18.21,3440,ce4bf853-0a86-4b80-9271-9f68f9f88550
534d3f77-c7bd-4fdf-b0f4-06876258f40f,2026-01-02 07:29:17,view,114,168.98,1112,31407b8d-6b24-406a-ac11-ef3028911bba
3250611c-9051-4468-99cb-2b7c3bf5f99e,2026-01-02 07:29:17,view,120,178.44,1145,cbb3ff33-c6ab-4716-a6c7-d2f27cc76576
6c406ac2-32da-49fa-9673-4fd88226d565,2026-01-02 07:29:17,purchase,113,407.95,4388,47473f61-dd36-4b52-baf7-4244eaf56b29
9f7f079d-1734-43d7-bfe0-209c536b95bd,2026-01-02 07:29:17,view,189,149.9,3389,4a9d10f6-88bb-4604-bf8a-0d0ef26a8253
2fdf3dcc-6b8f-4d9f-88fe-a0eb6b225fc7,2026-01-02 07:29:17,view,188,382.72,4757,714ca94e-940d-40fb-ae27-15cc0260d12a
45dd1632-1d47-4186-9c21-017de0b7b35f,2026-01-02 07:29:17,view,188,25.93,4512,c2edb26d-b8e8-4707-bf21-4f3c1847a5b7
548ed76a-e99f-4f3f-a73d-56b47003476a,2026-01-02 07:29:17,view,150,257.35,1581,44e516b6-cdfd-42a9-8a0d-03a881e59fb0
ecde54d1-f105-4489-a5cf-76e94c403a0b,2026-01-02 07:29:17,view,117,477.76,3054,d7477424-3adf-470a-8bd6-3deaa0560e0d
d586445e-7383-4da1-bc10-c8e9f8391ec3,2026-01-02 07:29:17,view,143,408.48,2270,0897650b-e4c1-4dcb-9f57-83973eb72f18
1739cfc9-48d1-49fe-8d3d-a584367ce8fb,2026-01-02 07:29:17,view,131,331.0,2359,be0d2688-cdc0-4c57-907f-0e5c2af74caf
d40fcf22-f544-4433-8161-19b86f70dd35,2026-01-02 07:29:17,view,122,87.82,1707,b65d4aa4-01d3-497b-bd3f-40b40e92bb49
2b125a46-5202-4b9c-8bb5-ecf09c8a789c,2026-01-02 07:29:17,view,172,334.07,2126,c29411fd-98db-4540-b321-3f09ca13334a
2d869ee9-9c92-412c-86f1-05269dbd41b0,2026-01-02 07:29:17,view,102,110.76,1837,2d80e0af-03a6-46a9-a6b9-c05698943013
dcdf0bbb-af32-47dc-8d86-c5528c746edd,2026-01-02 07:29:17,view,112,151.39,2964,f576c3d7-d14e-4fd5-b220-63497649c662
8a2b05cc-b8db-4ba6-9a18-bc20b61e4fce,2026-01-02 07:29:17,view,108,477.97,4642,d2025b3e-f11d-43cd-9e36-18b72a87c462
ba811577-1bed-4db3-8d72-b0b214cb1be6,2026-01-02 07:29:17,purchase,119,282.96,1864,bd11b8da-08d6-45ae-8a0a-61098a238b7c
107827c9-afb5-460d-bd14-7029013d4e18,2026-01-02 07:29:17,purchase,158,71.07,1379,a19b7c45-a6fe-486e-9f61-f35de6f2d221
818868bc-90b1-4ddb-b77d-c85b661f6944,2026-01-02 07:29:17,view,135,467.08,4545,c6a2c638-3e13-42b3-9c77-c901255b73ee
dd062e7a-4a96-4102-9ad2-b9dc3b5e78e2,2026-01-02 07:29:17,view,135,169.81,1195,2588ab4d-6346-4132-b889-728d193ba48d
e58119fa-337e-456c-8917-57df0bde8056,2026-01-02 07:29:17,view,173,405.99,2871,db03b555-b2a6-4692-ba1d-4961b5e7ea13
bc8b8a26-4335-4b2b-b241-77fcc4cea496,2026-01-02 07:29:17,view,110,319.67,4965,03698f75-a900-4086-8d16-3e9f6729bd72
d0dddfa2-b61a-4d99-8507-a0363917c903,2026-01-02 07:29:17,view,178,155.6,2606,e5b85711-70e6-4ce0-a53b-edb1c747ae81
fa213f85-27c2-4845-9fd1-b06a45333ce0,2026-01-02 07:29:17,view,188,433.0,2536,d0c0b46a-1361-4be4-b125-8619c64f0cc9
6eed291e-ffcb-49ec-8a73-0b8715d29bbb,2026-01-02 07:29:17,view,165,389.14,2851,70a88c04-2bee-4d4f-aeb2-140529e07d19
f7d5907e-bd11-40ac-934b-68e93befa373,2026-01-02 07:29:17,view,105,440.72,4202,c8eecb71-6d13-451b-995d-414e2dc74239
2ee7059c-fbb0-4da4-aa0b-f45e3b2251e7,2026-01-02 07:29:17,view,110,349.5,4996,6ebc5c70-233f-497b-a925-f8a461b3d3e5
ae8f7c8b-d479-4896-87a0-3f3ca7097da2,2026-01-02 07:29:17,purchase,144,461.47,3497,1a9f4b69-4fc2-4022-8410-81356a41819c
