event_id,event_time,event_type,product_id,price,user_id,session_id
832bbc68-dd09-4c9c-be7c-8c62c531e44a,2026-01-02 07:16:55,view,159,88.82,3861,08c796d9-3380-4865-8ee6-cd3affc0bdc6
946c7600-8184-4b0e-ae1f-f95146ee0dd6,2026-01-02 07:16:55,view,165,248.16,4253,660f2a67-b26a-4e33-89fc-32d2de6c13b0
5a4bd013-ec95-4fce-bbb7-55b87a4f4228,2026-01-02 07:16:55,view,135,453.87,2456,dc802836-009d-439a-880b-f3f8325652fb
ddb4b2eb-ca92-42b7-abd2-c521a77c1b30,2026-01-02 07:16:55,view,120,222.56,1444,f683fddb-1cfe-4cf1-a1e7-ce28f005e149
699f768c-6c05-4d0a-b646-31822ee532f3,2026-01-02 07:16:55,view,115,32.16,2078,b1c7197b-6621-46c5-a75c-44a5ccaef7c8
0a5ff24d-dc3c-4395-ad0d-e3796c212252,2026-01-02 07:16:55,view,107,457.02,4400,26992554-fc63-4c36-aa3f-fc9749c634e6
e683db6d-a9cd-41dc-9a03-44602be2bec2,2026-01-02 07:16:55,view,131,150.83,4466,251cd6bd-268a-433d-b7de-1207ef30e355
582d7aff-e519-4b66-9ab2-5c143a323add,2026-01-02 07:16:55,view,102,478.8,3627,bae2ad99-6174-4da6-bb12-362af60ff92e
66b1c58b-a91f-429d-9c87-238c7738998d,2026-01-02 07:16:55,view,117,279.44,3831,b95de2da-6521-4bed-a5e2-48944eb84e6c
b0f97c73-f363-4b49-b222-1e45024f853b,2026-01-02 07:16:55,view,154,70.68,1075,e3cb59df-736a-4c23-b0b4-7c1b6a4c098d
d6186b52-4ecd-4ae2-9ed1-dd32b5d7c8de,2026-01-02 07:16:55,purchase,137,330.46,1871,d26f62b9-7997-41ff-98ac-b4f068977f5e
8aaa37dd-2227-4cc0-9bfd-d0b23138cb22,2026-01-02 07:16:55,view,129,497.01,2078,e5086c87-34c8-4c72-8df1-721a6dbc9e15
c2219398-b1d0-43a2-8efd-270eba7ee8f3,2026-01-02 07:16:55,view,131,154.83,2964,cb29e34a-8f81-4083-95fa-3377dbb19961
30391b8c-b526-4ec4-a10e-ac02c370e1c8,2026-01-02 07:16:55,view,166,56.53,4434,e91c8d3f-c59a-477b-bbf0-f58722edd25a
12c8e3de-133e-46ac-9517-cfe9a73c1833,2026-01-02 07:16:55,view,139,228.24,1104,8366100e-fd3f-49af-b61d-066b54bdd096
b7e294c8-3975-45c8-af8d-94d1ca6b3bd8,2026-01-02 07:16:55,view,112,401.63,3848,c1722a03-7bdc-4fc5-9730-945c8aadb174
54dd7545-7a1f-4bec-b65b-c6e0747f014f,2026-01-02 07:16:55,view,163,358.44,2976,cc1824b7-b748-44e1-91f6-81e8df8cec89
c3e6db1e-b5b4-40fc-bb9b-d6085ff1e6dc,2026-01-02 07:16:55,view,139,448.85,4203,99c4df32-68cd-44d8-b767-ea6a8b62b76a
559c779f-7432-445a-979c-da0e1175315a,2026-01-02 07:16:55,view,187,93.41,4163,25da1242-a7a6-4967-9f4c-bd039b18dae3
345b05dd-bb07-4d09-b464-826e580fbfb8,2026-01-02 07:16:55,view,120,183.15,1336,82a6e0e2-2630-4749-b215-d214c8ef6ba8
813a49dd-3a37-4543-9e98-19e7a0a0bd2f,2026-01-02 07:16:55,purchase,152,296.55,1907,e9b62b22-00d5-43b0-8e48-ca0db83f0798
73ee40aa-cafb-418f-b9b9-16dba15499e8,2026-01-02 07:16:55,purchase,151,388.44,2645,082c3c4f-8d66-4bbd-8834-ccad8e5c9a4d
041fbbb3-378e-42d8-93a6-6800ec05e865,2026-01-02 07:16:55,view,180,436.62,2976,4381e437-b70e-4a27-983d-94c0e126c823
57acf8a7-92c6-4636-b584-7c83ec610e61,2026-01-02 07:16:55,view,166,289.32,1649,45a7f0f6-f993-43ad-bea2-2cbed8fd0f8b
5ae212fe-a5f4-41ea-8be7-d46a6272454f,2026-01-02 07:16:55,view,188,10.15,4673,9fdb9ddc-3f6e-4d75-91cc-627797c1d786
e07e81aa-c529-440c-90dc-a30a6c3fea12,2026-01-02 07:16:55,view,172,375.42,2487,f29ee4de-bfb8-482b-8475-f87bebfb1584
f07b4096-9bfd-48fa-986b-a8bfea3e9b60,2026-01-02 07:16:55,purchase,113,161.74,3054,e127d10b-d8c0-4745-9adc-16fcc61f3e35
b23becc5-7a4e-4107-9719-644d97590585,2026-01-02 07:16:55,view,110,167.07,4681,d4e54e82-7976-446e-a8c8-324ddcc547d0
647b0baf-f1c0-412c-ac2a-88c258641e3c,2026-01-02 07:16:55,view,142,108.91,1636,b86cf65a-d7c2-4cad-8b10-4b00f880b8ae
fbb33501-51a1-493b-9186-c22bf60532e4,2026-01-02 07:16:55,view,132,432.78,2107,0c14c95c-e218-4748-af5a-57107d236741
73ba7e51-89d0-4d17-8b24-b80c0a6c8959,2026-01-02 07:16:55,view,173,432.9,3589,6bc040f0-5f7e-4ffc-9c72-0da6fd0623b6
90d9c6a6-bc82-45ee-8343-242b08f7cda9,2026-01-02 07:16:55,view,173,250.51,2319,fcff29c1-69c2-4567-a59f-733aeda8a1c3
36fd7446-073a-4fea-b3a1-00a9ff22631a,2026-01-02 07:16:55,view,115,414.31,1386,126c87f0-6a32-4523-a3a5-04ccce2b2a80
4e261739-884f-47a3-be53-b0e979d74319,2026-01-02 07:16:55,view,186,319.2,1787,ccc4932a-575f-4388-8aee-b8dcd822329e
d2f5884f-930f-4d6f-8f59-a3886ac154d0,2026-01-02 07:16:55,view,142,197.14,3621,6a730939-963d-48d4-b941-35435423bd3e
5079b4cf-2936-4a8e-8ac4-89b80a3d0b11,2026-01-02 07:16:55,view,105,143.78,1861,390ad925-6335-4195-80db-84fe417cf63e
4d147af5-b202-431e-8e57-b10504145c31,2026-01-02 07:16:55,purchase,143,313.22,3428,eb64dc35-6080-40ce-9b52-16c2b816fc35
6acb82a0-9842-4fc9-b6a4-3bd42305062e,2026-01-02 07:16:55,view,199,132.82,1175,6d5d5043-4cf6-4d88-a459-b3962ea93d60
e9cc2cd7-9a0f-4444-b2e5-b92a11efe5c6,2026-01-02 07:16:55,view,194,309.81,2406,aeceab25-10c3-4030-be73-4b0402966013
75cb3d60-b921-44a8-84ff-a0cde55e40f4,2026-01-02 07:16:55,view,136,37.6,3512,8a8b4859-ef71-4010-8001-928eb035934b
fd7d9649-ec16-4f5c-b9f4-3568c22c803c,2026-01-02 07:16:55,view,112,427.1,2192,6e2e0683-a811-4c18-bdc2-70b6e049feb3
cec93a7e-ab68-40d5-b154-38062253c3ad,2026-01-02 07:16:55,view,143,161.84,1885,9814c3b4-412a-4664-afe4-3df1c8679d85
53f88287-5207-494f-9aa8-73fb555fc84d,2026-01-02 07:16:55,view,181,247.68,2480,ff20d94e-573a-4ceb-a7b6-83f6bc09e31d
b5cc15a3-db51-4719-8575-7aafbb58720b,2026-01-02 07:16:55,view,162,88.53,4469,3571518e-cbf8-4643-8c64-919451b5d0b2
ae08ea9b-f3d3-418a-aa2c-5222fa551876,2026-01-02 07:16:55,purchase,132,13.19,1398,6a19145c-df5e-4a92-bde5-9e1581bfd810
a4baf595-2c67-40d0-bb96-18d9abbeaf9c,2026-01-02 07:16:55,view,161,423.0,4256,97f1549e-7420-4fe3-809f-08e0a09fb932
ce66f37f-8f73-4e99-bc72-f1fcd9d1e349,2026-01-02 07:16:55,view,106,488.89,4550,53307c30-7ff7-4c99-9a8f-4be9810d2097
e5074755-7054-4bdf-91d2-1b913aa17885,2026-01-02 07:16:55,purchase,102,188.85,2528,c2996022-a5c2-4d25-b95f-d0bd60837b17
fc025fb3-c469-49cb-874e-36306d1da75e,2026-01-02 07:16:55,view,185,68.52,3038,17d02bbf-d6e8-4fc1-9e4b-c60c9a07fd66
4222adac-b3be-4f4c-b5cb-ed0599865d07,2026-01-02 07:16:55,view,162,265.63,4844,21bcb34f-353f-4ea9-ae9c-cc574a5e8b86
985aed32-6524-4dc8-a011-8dd63a7b2e0a,2026-01-02 07:16:55,view,183,372.34,4733,59f5bb6c-5eb3-4d61-9d52-dc14afef1bb9
243aaafb-e585-42c3-8ab6-1aafbd130270,2026-01-02 07:16:55,purchase,121,444.61,1656,6fb9d4cf-22f8-47ad-a79f-3d7932d1b853
a512b17a-d307-4037-af11-7ba53cbeab43,2026-01-02 07:16:55,view,179,127.26,4771,7c220a00-1d9f-4a4e-9b4f-4c0caad21061
e4c83cc9-b83c-4442-a2f9-deec319b6ced,2026-01-02 07:16:55,view,106,224.6,1484,9ccb627e-d111-4799-b67a-ff7e04cad204
1faadc20-08c2-442f-8bc2-6fa244b02f3c,2026-01-02 07:16:55,purchase,141,31.39,2673,c533b04d-a02d-422e-86cd-4c7274025686
6b5c69ad-c128-44a8-a517-21d105fd0bf8,2026-01-02 07:16:55,purchase,172,383.93,1313,e8bf90bb-f879-4f5f-92b6-56589f073e2a
b96e05ba-c2b2-4bae-b2d5-c2c117ffdf82,2026-01-02 07:16:55,view,102,97.14,1261,bd14975a-6ac0-4abc-8a54-6ea121aad32a
c0d18e47-840d-4d1e-9394-45482112e2e9,2026-01-02 07:16:55,view,144,19.59,2384,e613276c-a5d7-4893-a592-241236ec6ceb
452b0f67-a90c-45bd-ad79-c2a65454ea0c,2026-01-02 07:16:55,view,123,484.81,3760,ccd2f8e4-17e3-49a9-aa83-f64366f5e025
ff7fdb14-50cc-4071-ba65-508f768472e7,2026-01-02 07:16:55,view,158,254.11,2484,1d09f7ae-467f-49fb-9519-73032edcdd5e
d4d7eeab-e7ad-4f49-a306-92eb338f4f96,2026-01-02 07:16:55,view,136,197.5,2348,5f2ec4a0-03bd-44ba-a148-449cf5df16bb
